Keyword,Title_length,Book,BookChapter,Conference,Dataset,Journal,Patent,Repository,Thesis,NULL:unknown,year,page_length,n_citation,author_num,keywords_length,keyword_in_title,keyword_in_keywords,label,title,keywords
software,6,False,False,False,False,False,False,False,False,False,2011,0,50,2,19,True,True,-1,a survey of static software watermarking,"[u'program execution state', u'software', u'watermarking computer crime industrial property program diagnostics', u'watermarking', u'computer program', u'program diagnostics', u'intellectual property', u'color', u'watermarking software software algorithms java color encoding semantics', u'semantics', u'computer program code intellectual property dynamic watermarking technique static software watermarking techniques program execution state', u'computer crime', u'dynamic watermarking technique', u'software algorithms', u'industrial property', u'encoding', u'static software watermarking techniques', u'java', u'computer program code']"
software,6,False,False,False,False,True,False,False,False,False,1986,0,110,2,36,False,True,-1,a survey of software design techniques,"[u'verification', u'software metrics design methodologies design representation design verification and validation distributed software system design error resistant software design software design technique', u'developpement logiciel', u'software metrics', u'distributed system', u'representation graphique', u'systeme reparti', u'software design technique', u'representacion grafica', u'specification', u'formal specifications', u'software systems', u'conception', u'software engineering', u'software systems software design design methodology programming data structures formal specifications', u'design representation', u'sistema repartido', u'especificacion', u'software design software design techniques design representation software system software design design stages distributed software system design methodologies current software metrics error resistant software design', u'data structures', u'desarrollo logicial', u'design verification and validation', u'software development', u'diseno', u'design', u'design methodologies', u'fiabilite logiciel', u'verificacion', u'fiabilidad logicial', u'software design', u'software reliability', u'error resistant software design', u'programming', u'distributed software system design', u'graphics', u'design methodology']"
software,7,False,False,False,False,True,False,False,False,False,2011,0,50,4,20,True,True,-1,a survey on open source software trustworthiness,"[u'software', u'security of data public domain software', u'reliability', u'external software qualities', u'pragmatic software engineering open source software trustworthiness internal software qualities external software qualities', u'companies', u'software engineering', u'trustworthiness', u'public domain software', u'pragmatic software engineering', u'licenses', u'interviews', u'economics', u'internal software qualities', u'open source software software reliability reliability software engineering', u'security of data', u'software quality', u'open source software', u'surveys', u'open source software users open source software trustworthiness software companies']"
software,7,False,False,False,False,True,False,False,False,False,2015,0,50,4,19,True,True,-1,security in software defined networks: a survey,"[u'software', u'control systems', u'application plane', u'protocols', u'openflow', u'communication networks', u'standards', u'data plane sdn openflow network security sdn security application plane control plane', u'network security', u'software defined networking computer network security', u'sdn security', u'computer architecture', u'data plane', u'control plane', u'computer security communication networks computer architecture control systems software defined networking network security', u'application plane control plane data plane network security openflow sdn sdn security', u'sdn', u'itu t recommendation software defined network security data planes network control network intelligence network state global visibility centralized control plane sdn architecture network forensics security policy alteration security service insertion security threats', u'security']"
software,5,False,False,False,False,False,False,False,False,False,2004,0,50,4,4,True,True,-1,northern ireland software industry survey,"[u'software', u'info eu repo semantics conferenceobject', u'computer science', u'cspt']"
software,10,False,False,False,False,False,False,False,False,False,2015,0,0,1,3,True,True,-1,a survey of feature selection methods : algorithms and software,"[u'software', u'thesis', u'feature selection']"
software,8,False,False,True,False,False,False,False,False,False,1996,0,50,2,28,True,True,-1,a survey on software quality assurance-a malaysian perspective,"[u'sqa', u'software', u'investments', u'malaysian perspective', u't technology', u'software quality assurance', u'qa tools', u'software management', u'information technology', u'data processing', u'social aspects of automation', u'telephony', u'postal services', u'human factors', u'sqa activities', u'engineering management', u'survey methodology', u'sqa activities software quality assurance malaysian perspective questionnaires survey methodology sqa investments qa problems', u'questionnaires', u'computer science', u'sqa team', u'software reliability', u'programming', u'software quality', u'sqa investments', u'qa problems', u'quality management', u'software quality telephony quality management investments postal services programming engineering management computer science information technology data processing']"
software,8,False,False,False,False,False,False,False,False,False,2008,0,0,1,2,True,True,-1,5th annual software survey : purchase intentions slow,"[u'software', u'logistics']"
software,21,False,False,True,False,False,False,False,False,False,2010,0,50,2,24,False,True,-1,survey of software environments for parallel distributed processing: parallel programming education on real life target systems using production oriented software tools,"[u'real life target system', u'software tool', u'parallel distributed processing', u'parallel programming education', u'software environment survey', u'research and development framework', u'development environments', u'parallel programming', u'parallel programming education software environment survey parallel distributed processing computer science real life target system production oriented software tool open source software environment education oriented enhancement research and development framework', u'public domain software', u'computer science education', u'development environment', u'research and development', u'production oriented software tool', u'open source software environment', u'education oriented enhancement', u'informatics', u'software tools', u'development environments parallel distributed processing parallel programming software tools', u'computer science', u'parallel programs', u'parallel processing', u'software tools computer science education parallel programming public domain software', u'open source software']"
software,13,False,False,False,False,True,False,False,False,False,1997,0,50,2,26,True,True,-1,a survey of microcomputer survival analysis software: the need for an integrated framework,"[u'microordenador', u'software', u'parametric survival models', u'methode parametrique', u'software integration', u'logiciel', u'integrable model', u'metodo parametrico', u'parametric method', u'microordinateur', u'microcomputer', u'probabilidad sobrevivencia', u'survival curve', u'survival analysis', u'cox model', u'modele cox', u'logicial', u'curva sobrevivencia', u'cox proportional hazards model', u'courbe survie', u'data analysis techniques', u'proportional hazard', u'microcomputers', u'modelo cox', u'probabilite survie', u'survival probability']"
software,10,False,False,True,False,False,False,False,False,False,2016,0,0,2,7,True,True,-1,test case prioritization techniques for software product line: a survey,"[u'libraries', u'software', u'frequency modulation', u'testing', u'fault detection', u'software product lines', u'automation']"
software,11,False,False,True,False,False,False,False,False,False,2008,0,50,5,18,True,True,-1,risks and risk management in software architecture evolution: an industrial survey,"[u'software', u'software maintenance', u'structured evaluation', u'dp industry', u'risk management', u'maintenance engineering', u'software architecture evaluation software architecture software evolution risk management', u'software industry risk management software architecture evolution structured evaluation', u'evolution biology', u'computer architecture', u'software architecture', u'risk management software architecture computer industry computer architecture software systems software performance software maintenance software engineering open source software information science', u'software evolution', u'software maintenance dp industry risk management software architecture', u'software industry', u'software architecture evaluation', u'planning', u'software architecture evolution']"
software,13,False,False,False,False,False,False,False,False,False,2006,0,0,3,4,False,True,-1,robustness analysis and technology forecasting: survey on a missing combination in software development,"[u'computer engineering', u'datavetenskap datalogi', u'computer science', u'datateknik']"
software,16,False,False,False,False,False,False,False,False,False,2001,0,0,2,3,True,True,-1,a survey of computer software available in the current market for hispanic families and bilingual educators,"[u'software', u'games', u'children']"
software,15,False,False,False,False,False,False,False,False,False,2013,0,0,4,36,True,True,-1,what is bioinformatics made from? a survey of database and software usage through full-text mining,"[u'software', u'valid science', u'sound science', u'oncology', u'publishing platform', u'publishing', u'anesthesiology', u'biology', u'ecology', u'genetics', u'null results', u'neuroscience', u'physiology', u'faculty of 1000', u'research articles', u'open data', u'f1000research', u'replication studies', u'open access', u'fast publication', u'life sciences', u'microbiology', u'infectious diseases', u'medicine', u'post publication peer review', u'emergency medicine', u'plant biology', u'health', u'science publishing', u'rapid publication', u'open science', u'open peer review', u'anaesthesiology', u'cell biology', u'immunology', u'negative results']"
software,15,False,False,False,False,True,False,False,False,False,1997,0,73,1,22,True,True,-1,an evaluation of alternative pc-based software packages developed for the analysis of complex survey data,"[u'software', u'stata', u'analisis datos', u'logiciel', u'personal computer', u'survey design', u'nmes', u'complex survey data', u'sudaan', u'ecuesta estadistica', u'sample survey', u'data analysis', u'software package', u'logicial', u'analyse donnee', u'survey data', u'progiciel', u'computational efficiency', u'simple random sampling', u'program development', u'sondage statistique', u'wesvarpc']"
software,20,False,False,False,False,False,False,False,False,False,2000,0,0,2,4,True,True,-1,"the national well and hydrology database of the geological survey of japan, and its handling software ""well-king dictionary""(in japanese, idojibiki)","[u'groundwater information', u'software', u'well information', u'database']"
software,8,False,False,False,False,True,False,False,False,False,1981,0,50,1,10,False,True,-1,tutorial series 7 software project verification and validation,"[u'software testing', u'performance evaluation', u'automatic testing', u'software systems', u'tutorials software testing automatic testing software performance programming life testing performance evaluation software systems', u'software performance', u'tutorials', u'life testing', u'verification and validation', u'programming']"
software,10,False,False,True,False,False,False,False,False,False,2005,0,50,2,12,True,True,-1,an on-line tutorial for collaborative problem solving and software development,"[u'software', u'theoretical framework', u'collaboration', u'learning environment', u'intelligent tutoring', u'collaborative problem solving', u'cognition', u'software development', u'collaborative software development', u'programming', u'program development', u'problem solving']"
software,12,False,False,True,False,False,False,False,False,False,1997,0,50,1,15,False,True,-1,effective use of cots (commercial-off-the-shelf) software components in long lived systems (tutorial),"[u'libraries', u'commercial off the shelf software', u'software systems', u'software engineering', u'software components', u'computer architecture', u'cots software components software process', u'software component', u'councils', u'algorithms', u'costs software engineering laboratories councils programming software systems computer architecture algorithms libraries object oriented databases', u'object oriented databases', u'cots', u'programming', u'software process']"
software,15,False,False,False,False,True,False,False,False,False,2011,0,50,4,10,True,True,-1,software-defined radio technologies for gnss receivers: a tutorial approach to a simple design and implementation,"[u'radio navigation', u'software', u'glonass satellite navigation system', u'technological innovations', u'galileo satellite navigation system', u'navigation', u'global positioning system', u'algorithms', u'design', u'global navigation satellite system']"
software,14,False,False,False,False,False,False,False,False,False,2001,0,50,2,3,True,True,-1,estudo comparativo do rendimento acadêmico de estudantes de enfermagem ao utilizar um software tutorial,"[u'software', u'educacao em enfermagem', u'aprendizagem']"
software,20,False,False,False,False,True,False,False,False,False,2007,0,0,1,8,True,True,-1,software tutorial de apoyo al aprendizaje de los métodos básicos de análisis numérico para la solución de problemas de ingeniería,"[u'software', u'calculation', u'calculo', u'numerico', u'analysis', u'numerical', u'tutorial', u'analisis']"
malware,8,False,False,False,False,True,False,False,False,False,2014,0,61,3,36,False,True,-1,smartphone malware and its propagation modeling: a survey,"[u'defense', u'software', u'smartphone malware propagation modeling', u'mobile malware evolution', u'technology', u'mobile malware', u'propagation models', u'smart phones', u'discrete time', u'trojan horses', u'malware writers', u'mathematical theory', u'legitimate users', u'simulator', u'infection vectors', u'science technology', u'dynamics', u'grippers', u'mobile communication grippers trojan horses mobile handsets software bluetooth', u'simulator smartphone mobile malware propagation modeling', u'mobile communication', u'mobile handsets', u'worm propagation', u'ad hoc networks', u'invasive software', u'bluetooth', u'bluetooth worms', u'computer science', u'computer science information systems', u'smartphone', u'mobile computing', u'cellular automata', u'epidemics', u'sir', u'propagation modeling', u'telecommunications']"
recognition,4,False,False,True,False,False,False,False,False,False,1991,0,50,4,10,False,True,-1,survey: omnifont-printed character recognition,"[u'electronic media', u'software', u'digital documents', u'image segmentation', u'optical character recognition', u'algorithms', u'high performance', u'template matching', u'character recognition', u'parallel processing']"
management,9,False,False,True,False,False,False,False,False,False,2007,0,50,2,20,False,True,-1,factors in multimedia project and process management--australian survey findings,"[u'content management', u'australian multimedia developer', u'multimedia project', u'instruments', u'project management', u'time measurement', u'software development management multimedia computing project management', u'project manager', u'construction industry', u'size measurement', u'development process', u'process management', u'multimedia computing', u'engineering management', u'project management instruments content management size measurement time measurement construction industry australia engineering management computer science costs', u'computer science', u'australian multimedia developer multimedia project process management', u'development time', u'software development management', u'australia']"
management,11,False,False,True,False,False,False,False,False,False,2008,0,50,5,18,False,True,-1,risks and risk management in software architecture evolution: an industrial survey,"[u'software', u'software maintenance', u'structured evaluation', u'dp industry', u'risk management', u'maintenance engineering', u'software architecture evaluation software architecture software evolution risk management', u'software industry risk management software architecture evolution structured evaluation', u'evolution biology', u'computer architecture', u'software architecture', u'risk management software architecture computer industry computer architecture software systems software performance software maintenance software engineering open source software information science', u'software evolution', u'software maintenance dp industry risk management software architecture', u'software industry', u'software architecture evaluation', u'planning', u'software architecture evolution']"
management,17,False,False,False,False,True,False,False,False,False,2002,0,124,2,52,False,True,-1,the role of coherent supply chain strategy and performance management in achieving competitive advantage: an international survey,"[u'forecasting', u'evaluation performance', u'reliability', u'project management', u'information systems', u'performance evaluation', u'performance management', u'maintenance', u'competitividad', u'inversion', u'gestion chaine approvisionnement', u'evaluacion prestacion', u'soft or', u'information technology', u'packing', u'operations research', u'location', u'investment', u'journal', u'journal of the operational research society', u'strategic planning', u'inventory', u'purchasing', u'estrategia empresa', u'history of or', u'logistics', u'marketing', u'scheduling', u'aprovisionamiento', u'investissement', u'competitiveness', u'approvisionnement', u'planification strategique', u'production', u'communications technology', u'supply chain', u'supply', u'computer science', u'information system', u'operational research', u'firm strategy', u'competitivite', u'strategie entreprise', u'systeme information', u'planificacion estrategica', u'applications of operational research', u'or society', u'jors', u'management science', u'infrastructure', u'competitive advantage', u'sistema informacion']"
management,15,False,False,False,False,True,False,False,False,False,2016,0,0,1,5,False,True,-1,role of database management systems in selected engineering institutions of andhra pradesh: an analytical survey,"[u'databases', u'software', u'skills', u'backup', u'hardware']"
mapping,12,False,False,False,False,True,False,False,False,False,2008,0,50,3,76,False,True,-1,mapping multiple attributes to three- and four-component color models — a tutorial,"[u'effondrement', u'maps', u'software', u'ocean atlantique', u'geomorfologia', u'ocean atlantique nord americain', u'geostatistique', u'saturacion', u'geoestadistica', u'north atlantic', u'fort worth basin', u'mapa', u'north american atlantic', u'neural networks', u'north america', u'golfe du mexique', u'seismology', u'logiciel', u'america del norte', u'forme onde', u'amerique du nord', u'geomorphologie', u'frequence', u'direccion', u'thickness', u'golfo de mejico', u'geostatistics', u'bassin fort worth', u'epaisseur', u'gulf of mexico', u'color model', u'etats unis', u'waveforms', u'estados unidos', u'carte', u'canal', u'faults', u'interpretacion', u'oceano atlantico', u'haute frequence', u'modelo', u'geomorphology', u'frecuencia', u'amplitud', u'geophysics computing', u'seismic waves', u'deformation', u'atlantic ocean', u'northwest atlantic', u'direction', u'chenal', u'feature extraction', u'pattern recognition', u'interpretation', u'faille', u'modele', u'amplitude', u'reconnaissance forme', u'collapse', u'reseau neuronal', u'espesor', u'faulting', u'frequency', u'texas', u'channels', u'ocean atlantique nord ouest', u'flexura', u'ocean atlantique nord', u'flexure', u'quebrado', u'high frequency', u'models', u'saturation', u'red neuronal', u'cuenca fort worth', u'oceano atlantico norte']"
delay,17,False,False,False,False,True,False,False,False,False,2012,0,50,3,29,False,True,-1,a tutorial on the use of excel 2010 and excel for mac 2011 for conducting delay-discounting analyses,"[u'tutoring', u'guidance programs', u'software', u'self control', u'conceptual tempo', u'measurement techniques', u'behavioral economics', u'database management systems', u'technology', u'impulsivity', u'instructional design', u'behavioral sciences', u'impulsive behavior', u'delay of gratification', u'reward', u'delay discounting', u'tutorial programs', u'area under curve', u'use studies', u'statistical analysis', u'microsoft excel', u'regression analysis', u'technology uses in education', u'humans', u'user computer interface', u'behavioral science research', u'choice behavior', u'measurement objectives', u'behavior rating scales']"
animation,8,False,False,False,False,False,False,False,False,False,1987,0,0,1,1,False,True,-1,dial: diagrammatic animation language tutorial and reference manual,[u'computer science']
resilience,11,False,False,True,False,False,False,False,False,False,2016,0,0,2,6,True,True,-1,dsn 2016 tutorial: resilience for scientific computing: from theory to practice,"[u'software', u'protocols', u'resilience', u'tutorials', u'fault tolerant systems', u'fault tolerance']"
risk,12,False,False,False,False,False,False,False,False,False,2009,0,50,2,5,False,True,-1,thinking ahead in mobile learning projects : a survey on risk assessment,"[u'annan data och informationsvetenskap', u'datavetenskap datalogi', u'datavetenskap', u'computer science', u'other computer and information science']"
risk,11,False,False,True,False,False,False,False,False,False,2008,0,50,5,18,False,True,-1,risks and risk management in software architecture evolution: an industrial survey,"[u'software', u'software maintenance', u'structured evaluation', u'dp industry', u'risk management', u'maintenance engineering', u'software architecture evaluation software architecture software evolution risk management', u'software industry risk management software architecture evolution structured evaluation', u'evolution biology', u'computer architecture', u'software architecture', u'risk management software architecture computer industry computer architecture software systems software performance software maintenance software engineering open source software information science', u'software evolution', u'software maintenance dp industry risk management software architecture', u'software industry', u'software architecture evaluation', u'planning', u'software architecture evolution']"
requirements,9,False,False,True,False,False,False,False,False,False,2010,0,50,3,20,False,True,-1,why requirements engineering fails: a survey report from china,"[u'software', u'software companies prototypes standards organizations government', u'web based survey', u'standards organizations', u'industrial practices', u'prototypes', u'government', u'china survey report', u'requirements elicitation', u'companies', u'requirements engineering', u'user centric functions', u'practise', u'systems analysis', u'requirement engineering', u'software intensive systems', u'requirements engineering china survey report software intensive systems user centric functions user centric qualities industrial practices web based survey', u'survey', u'user centric qualities', u'practise requirements engineering survey']"
search,13,False,False,False,False,True,False,False,False,False,2015,0,50,66,28,False,True,-1,the difference imaging pipeline for the transient search in the dark energy survey,"[u'light curves', u'software', u'sextractor', u'efficiency', u'performance', u'astronomy astrophysics', u'cosmological constraints', u'physical sciences', u'photometric redshifts', u'algorithm', u'astro', u'supernovae general', u'science technology', u'dark energy', u'imaging', u'measurement methods', u'numerical calculations monte carlo', u'ia supernovae', u'astrophysics', u'data analysis method', u'qb astronomy', u'techniques image processing', u'astronomy and astrophysics', u'cosmology and gravitation', u'catalog', u'calibration', u'supernova', u'supernova legacy survey']"
noise,10,False,False,False,False,False,False,False,False,False,1995,0,0,2,19,False,True,-1,highway noise abatement measures: 1994 survey of practice. interim report,"[u'software', u'computer aided analysis', u'computer aided design', u'policy', u'maintenance', u'acoustics', u'data collection', u'data processing', u'noise control', u'aesthetics', u'canada', u'public participation', u'analysis', u'europe', u'state departments of transportation', u'materials selection', u'construction', u'noise barriers', u'surveys']"
parallelization,8,False,False,False,False,False,False,False,False,False,2013,0,50,3,8,False,True,-1,a survey on parallelization of data mining techniques,"[u'paper', u'overview', u'data mining', u'cuda', u'nvidia', u'algorithms', u'computer science', u'opencl']"
parallelization,11,False,False,False,False,False,False,False,False,False,2010,0,0,6,22,False,True,-1,embedded tutorial — compilation techniques for cgras: exploring all parallelization approaches,"[u'software', u'task level parallelism', u'tlp', u'reconfigurable architectures', u'performance', u'code generation', u'memory aware compilation technique', u'arrays', u'polymorphic pipeline array', u'streaming media', u'polymorphism', u'pipelines', u'cgra architecture', u'design', u'loop program', u'coarse grained reconfigurable array processor', u'productivity', u'coarse grained', u'program compilers', u'dlp', u'parallel processing', u'data level parallelism']"
telemedicine,7,False,False,True,False,False,False,False,False,False,2016,0,0,3,7,True,True,-1,a survey on the telemedicine in bangladesh,"[u'standards', u'data collection', u'telemedicine', u'urban areas', u'medical services', u'computer science', u'automation']"
video,6,False,False,True,False,False,False,False,False,False,2014,0,50,2,8,True,True,-1,technology survey on video face tracking,"[u'databases', u'software', u'algorithm development', u'schools and universities', u'analytics', u'facial recognition systems', u'video', u'cameras']"
adaptive,8,False,False,True,False,False,False,False,False,False,2007,0,50,2,25,False,True,-1,a survey of approaches to adaptive application security,"[u'dynamic change', u'information security', u'application software', u'authentication', u'information security adaptive systems authorization application software software engineering runtime access control software systems permission programming', u'software systems', u'software fault tolerance', u'safety critical software adaptive application security adaptive software security authentication authorization software fault tolerance', u'runtime', u'software engineering', u'system security', u'software security', u'permission', u'adaptive systems', u'adaptive application security', u'adaptive applications', u'safety critical software', u'secure system', u'adaptive system', u'authorization', u'access control', u'adaptive software security', u'environmental change', u'programming', u'security of data']"
hpc,13,False,False,True,False,False,False,False,False,False,2016,0,0,3,7,False,True,-1,a comparative survey of the hpc and big data paradigms: analysis and experiments,"[u'software', u'big data', u'sparks', u'electronics packaging', u'programming', u'parallel processing', u'data models']"
logic,8,False,False,True,False,False,False,False,False,False,2002,0,50,2,31,True,True,-1,consequence and complexity in infinite-valued logic: a survey,"[u'consequences', u'reviews multivalued logic computational complexity', u'syntax', u'inductive definition', u'boolean functions', u'logic', u'semantics', u'finite formula set', u'algorithmic procedure', u'complexity', u'equivalence', u'finite symbol set', u'strings', u'computational complexity', u'calculus', u'character generation', u'qualifications', u'lukasiewicz infinite valued calculus consequences complexity infinite valued logic survey syntax finite symbol set alphabet inductive definition strings finite formula set semantics equivalence algorithmic procedure classical logic algebraic structures', u'lukasiewicz infinite valued calculus', u'artificial intelligence', u'classical logic', u'infinite valued logic', u'computer science', u'logic character generation reactive power computer science calculus artificial intelligence boolean functions machinery qualifications', u'multivalued logic', u'machinery', u'reviews', u'algebraic structures', u'survey', u'alphabet', u'reactive power']"
real time,7,False,False,False,False,True,False,False,False,False,2016,0,50,4,12,False,False,-1,energy-aware scheduling for real-time systems: a survey,"[u'software', u'single core', u'energy', u'idle', u'hardware and architecture', u'sleep', u'multicore', u'low power', u'real time scheduling', u'dynamic power management', u'power', u'dynamic voltage and frequency scaling']"
information,10,False,False,False,False,True,False,False,False,False,1985,0,62,2,7,False,True,-1,"information centers: a survey of services, decisions, problems, and successes","[u'entreprise', u'decision problem', u'information center', u'centre information', u'firm', u'informatique', u'computer science']"
modeling language,15,False,False,True,False,False,False,False,False,False,2010,0,50,2,26,False,True,-1,analysis of attack models via unified modeling language in wireless sensor networks: a survey study,"[u'standard attack models', u'security attacks analysis of attack models modeling language wireless sensor networks monitoring temperature enemy movements', u'security model', u'uml sequence diagram', u'unified modeling language wireless sensor networks routing object oriented modeling temperature sensors computerized monitoring condition monitoring computer science acoustic sensors information security', u'information security', u'routing', u'temperature sensors', u'wireless sensor networks security of data', u'standard attack models security wireless sensor networks unified modeling language', u'transport layer', u'wireless sensor network', u'computerized monitoring', u'standard model', u'research paper', u'condition monitoring', u'unified modeling language', u'repeaters', u'computer science', u'acoustic sensors', u'security', u'security of data', u'wireless sensor networks', u'object oriented modeling', u'solids', u'security protocol']"
mac,17,False,False,False,False,True,False,False,False,False,2012,0,50,3,29,False,True,-1,a tutorial on the use of excel 2010 and excel for mac 2011 for conducting delay-discounting analyses,"[u'tutoring', u'guidance programs', u'software', u'self control', u'conceptual tempo', u'measurement techniques', u'behavioral economics', u'database management systems', u'technology', u'impulsivity', u'instructional design', u'behavioral sciences', u'impulsive behavior', u'delay of gratification', u'reward', u'delay discounting', u'tutorial programs', u'area under curve', u'use studies', u'statistical analysis', u'microsoft excel', u'regression analysis', u'technology uses in education', u'humans', u'user computer interface', u'behavioral science research', u'choice behavior', u'measurement objectives', u'behavior rating scales']"
knowledge engineering,8,False,False,False,False,True,False,False,False,False,2014,0,50,3,10,True,True,-1,"knowledge engineering: survey of methodologies, techniques and tools","[u'software', u'portals', u'techniques knowledge engineering knowledge management methodologies survey', u'ke knowledge engineering knowledge based systems', u'computational modeling', u'internet', u'unified modeling language', u'computational modeling unified modeling language software knowledge engineering portals internet knowledge based systems', u'knowledge based systems', u'knowledge engineering']"
computer simulation,28,False,False,False,False,True,False,False,False,False,1999,0,304,5,23,True,True,-1,an operating room scheduling strategy to maximize the use of operating room block time: computer simulation of patient scheduling and survey of patients' preferences for surgical waiting time.,"[u'use', u'simulation ordinateur', u'operating room', u'organization', u'programmation', u'bloc operatoire', u'hombre', u'utilizacion', u'programacion', u'utilisation', u'waiting time', u'chirurgie', u'human', u'surgery', u'quirofano', u'cirugia', u'patient preference', u'simulacion computadora', u'organisation', u'organizacion', u'programming', u'computer simulation', u'homme']"
expert systems,11,False,False,True,False,False,False,False,False,False,1993,0,50,1,15,False,True,-1,expert systems as design aids for artificial vision systems: a survey,"[u'vision system', u'engineering', u'software', u'explicit knowledge', u'computer vision', u'machine vision', u'consciousness', u'industrial application', u'artificial vision', u'vision', u'computer vision technology', u'symbolic representation', u'knowledge base', u'expert system', u'knowledge engineering']"
sensor,7,False,False,True,False,False,False,False,False,False,2011,0,50,2,9,False,True,-1,a survey of wireless sensor network testbeds,"[u'software', u'wireless communication', u'servers', u'mobile communication', u'universal serial bus', u'wireless sensor networks software servers mobile communication wireless communication universal serial bus hardware', u'real world deployments wireless sensor network laboratory testbeds', u'wireless sensor networks', u'hardware']"
sensor,7,False,False,False,False,False,False,False,False,False,2012,0,50,1,4,False,True,-1,time synchronization in wireless sensor networks：a survey,"[u'technology', u'teknik', u'datavetenskap datalogi', u'computer science']"
sensor,8,False,False,False,False,True,False,False,False,False,2013,0,225,5,6,False,True,-1,localization algorithms of wireless sensor networks: a survey,"[u'location accuracy', u'mobility', u'localization algorithms', u'datavetenskap datalogi', u'computer science', u'wireless sensor networks']"
sensor,10,False,False,True,False,False,False,False,False,False,2008,0,50,3,16,False,True,-1,a survey of available tools for developing wireless sensor networks,"[u'software tool wireless sensor network wsn development life cycle', u'software tool', u'wireless sensor networks application software navigation remote monitoring software tools educational institutions computer science computerized monitoring embedded system wireless communication', u'life cycle', u'sensors', u'telecommunication computing', u'embedded system', u'wsn development life cycle', u'wireless sensor network', u'development tool', u'navigation', u'computational modeling', u'monitoring', u'programming', u'wireless sensor networks', u'wireless sensor networks telecommunication computing']"
sensor,15,False,False,True,False,False,False,False,False,False,2010,0,50,2,26,False,True,-1,analysis of attack models via unified modeling language in wireless sensor networks: a survey study,"[u'standard attack models', u'security attacks analysis of attack models modeling language wireless sensor networks monitoring temperature enemy movements', u'security model', u'uml sequence diagram', u'unified modeling language wireless sensor networks routing object oriented modeling temperature sensors computerized monitoring condition monitoring computer science acoustic sensors information security', u'information security', u'routing', u'temperature sensors', u'wireless sensor networks security of data', u'standard attack models security wireless sensor networks unified modeling language', u'transport layer', u'wireless sensor network', u'computerized monitoring', u'standard model', u'research paper', u'condition monitoring', u'unified modeling language', u'repeaters', u'computer science', u'acoustic sensors', u'security', u'security of data', u'wireless sensor networks', u'object oriented modeling', u'solids', u'security protocol']"
wireless,7,False,False,True,False,False,False,False,False,False,2011,0,50,2,9,False,True,-1,a survey of wireless sensor network testbeds,"[u'software', u'wireless communication', u'servers', u'mobile communication', u'universal serial bus', u'wireless sensor networks software servers mobile communication wireless communication universal serial bus hardware', u'real world deployments wireless sensor network laboratory testbeds', u'wireless sensor networks', u'hardware']"
wireless,7,False,False,False,False,False,False,False,False,False,2012,0,50,1,4,False,True,-1,time synchronization in wireless sensor networks：a survey,"[u'technology', u'teknik', u'datavetenskap datalogi', u'computer science']"
wireless,8,False,False,False,False,True,False,False,False,False,2013,0,225,5,6,False,True,-1,localization algorithms of wireless sensor networks: a survey,"[u'location accuracy', u'mobility', u'localization algorithms', u'datavetenskap datalogi', u'computer science', u'wireless sensor networks']"
wireless,10,False,False,True,False,False,False,False,False,False,2008,0,50,3,16,False,True,-1,a survey of available tools for developing wireless sensor networks,"[u'software tool wireless sensor network wsn development life cycle', u'software tool', u'wireless sensor networks application software navigation remote monitoring software tools educational institutions computer science computerized monitoring embedded system wireless communication', u'life cycle', u'sensors', u'telecommunication computing', u'embedded system', u'wsn development life cycle', u'wireless sensor network', u'development tool', u'navigation', u'computational modeling', u'monitoring', u'programming', u'wireless sensor networks', u'wireless sensor networks telecommunication computing']"
wireless,15,False,False,True,False,False,False,False,False,False,2010,0,50,2,26,False,True,-1,analysis of attack models via unified modeling language in wireless sensor networks: a survey study,"[u'standard attack models', u'security attacks analysis of attack models modeling language wireless sensor networks monitoring temperature enemy movements', u'security model', u'uml sequence diagram', u'unified modeling language wireless sensor networks routing object oriented modeling temperature sensors computerized monitoring condition monitoring computer science acoustic sensors information security', u'information security', u'routing', u'temperature sensors', u'wireless sensor networks security of data', u'standard attack models security wireless sensor networks unified modeling language', u'transport layer', u'wireless sensor network', u'computerized monitoring', u'standard model', u'research paper', u'condition monitoring', u'unified modeling language', u'repeaters', u'computer science', u'acoustic sensors', u'security', u'security of data', u'wireless sensor networks', u'object oriented modeling', u'solids', u'security protocol']"
web,11,False,False,False,False,True,False,False,False,False,2003,0,50,4,36,False,True,-1,a first approach to e‐forecasting: a survey of forecasting web services,"[u'site web', u'software', u'forecasting', u'programa', u'commerce electronique', u'gestion entreprise', u'prevision', u'electronic commerce', u'comercio electronico', u'red www', u'logiciel', u'avantage competitif', u'reseau web', u'firm management', u'web service', u'business environment', u'enquete', u'planificacion', u'internet', u'business development', u'software package', u'world wide web', u'administracion empresa', u'planning', u'computer software', u'encuesta', u'information system', u'sitio web', u'planification', u'survey', u'off the shelf', u'systeme information', u'web site', u'electronic trade', u'competitive advantage', u'sistema informacion']"
web,12,False,False,False,False,True,False,False,False,False,2012,0,50,1,20,False,True,-1,uncovering text mining: a survey of current work on web-based epidemic intelligence,"[u'sentinel surveillance', u'software', u'biocaster', u'text mining', u'data mining', u'information gathering', u'artificial intelligent', u'population surveillance', u'internet', u'ontology evaluation', u'artificial intelligence', u'ontologies', u'evaluation', u'humans', u'social media', u'information storage and retrieval', u'natural language processing', u'public health', u'web based discovery', u'disease outbreaks']"
